lag_cons_1h,production,sin_hour,lag_prod_1h,direct_solar_radiation_forecast,surface_solar_radiation_downwards,hour,cos_doy,euros_per_mwh,cos_hour,target_cons,production_outlier_severity,euros_per_mwh_outlier_severity
0.4134783679732866,0.0003482286700926,0.2588190451025207,9.585975485375508e-05,0.0,1.8672004015357915e-05,0.043478260869565216,-0.4900286664290594,0.1858061678852179,0.9659258262890684,0.3913822013399533,0,0
0.391536637944631,1.1051669452383712e-05,0.4999999999999999,0.0003482286700926,0.0,1.8672004015357915e-05,0.08695652173913043,-0.4900286664290594,0.1772854708372271,0.8660254037844387,0.3827340466267942,0,0
0.3913822013399533,0.0,0.7071067811865476,1.1051669452383712e-05,0.0,1.8672004015357915e-05,0.13043478260869565,-0.4900286664290594,0.1747017756033203,0.7071067811865476,0.3953014821302348,0,0
0.3827340466267942,3.2851761329494274e-05,0.8660254037844386,0.0,0.0,1.8672004015357915e-05,0.17391304347826086,-0.4900286664290594,0.1832224726513111,0.5000000000000001,0.4423491216906947,0,0
0.3953014821302348,0.0002412498575581,0.9659258262890684,3.2851761329494274e-05,0.0,1.8672004015357915e-05,0.21739130434782608,-0.4900286664290594,0.2115331757462482,0.2588190451025207,0.5697896839816072,0,0
0.4423491216906947,0.0023800174495078,1.0,0.0002412498575581,0.0738033290226698,0.0196039647275079,0.2608695652173913,-0.4900286664290594,0.3496234401627178,6.123233995736766e-17,0.6608815659030539,0,0
0.5697896839816072,0.0384677278111285,0.9659258262890684,0.0023800174495078,0.3262539825839284,0.16165474911902,0.30434782608695654,-0.4900286664290594,0.4416469682810181,-0.2588190451025206,0.6768447620294622,0,0
0.6608815659030539,0.1571506289309659,0.8660254037844387,0.0384677278111285,0.5586900119350281,0.3810070811911579,0.34782608695652173,-0.4900286664290594,0.470672310483206,-0.4999999999999998,0.5592933813289538,0,0
0.6768447620294622,0.3573034384776136,0.7071067811865476,0.1571506289309659,0.6588690831485312,0.5975523889654797,0.3913043478260869,-0.4900286664290594,0.4117420702545215,-0.7071067811865475,0.456403516801142,0,0
0.5592933813289538,0.5699831805720816,0.4999999999999999,0.3573034384776136,0.6794756734736878,0.7714203409836748,0.43478260869565216,-0.4900286664290594,0.3402231872904183,-0.8660254037844387,0.3842317791646573,1,0
0.456403516801142,0.7380933255531378,0.258819045102521,0.5699831805720816,0.702744192948513,0.902599076413004,0.4782608695652174,-0.4900286664290594,0.3004232862404485,-0.9659258262890682,0.3739080278737041,1,0
0.3842317791646573,0.7148365697316204,1.2246467991473532e-16,0.7380933255531378,0.6963291709581629,0.9564966576134196,0.5217391304347826,-0.4900286664290594,0.2681545819361222,-1.0,0.4197542642820562,1,0
0.3739080278737041,0.6928385249336783,-0.2588190451025208,0.7148365697316204,0.7107346250391295,0.9716638051265962,0.5652173913043478,-0.4900286664290594,0.2358309053927766,-0.9659258262890684,0.3939317334866925,1,0
0.4197542642820562,0.6750444947624857,-0.4999999999999997,0.6928385249336783,0.7297378294755028,0.9469210119819071,0.6086956521739131,-0.4900286664290594,0.2192292892089494,-0.8660254037844388,0.433767190987425,1,0
0.3939317334866925,0.5419341445842742,-0.7071067811865471,0.6750444947624857,0.7204605830723461,0.8520262079778621,0.6521739130434783,-0.4900286664290594,0.2196690671211039,-0.7071067811865479,0.4003801811571624,1,0
0.433767190987425,0.4265379358325246,-0.8660254037844385,0.5419341445842742,0.6411820196843312,0.6721552311341615,0.6956521739130435,-0.4900286664290594,0.2336869880710241,-0.5000000000000004,0.4326188039368273,0,0
0.4003801811571624,0.2603143916928644,-0.9659258262890684,0.4265379358325246,0.5062337501325685,0.4499640201834577,0.7391304347826086,-0.4900286664290594,0.3354406024957397,-0.2588190451025206,0.4999843755608979,0,0
0.4326188039368273,0.1092907004851345,-1.0,0.2603143916928644,0.3809128937108963,0.2516063501567567,0.7826086956521738,-0.4900286664290594,0.417239294156451,-1.8369701987210287e-16,0.5492650370837853,0,0
0.4999843755608979,0.0188173541130775,-0.9659258262890684,0.1092907004851345,0.2126849165930959,0.0858490596688746,0.8260869565217391,-0.4900286664290594,0.4992029025342201,0.2588190451025203,0.5959116063314284,0,0
0.5492650370837853,0.0008409040076925,-0.8660254037844386,0.0188173541130775,0.0160027921230332,0.0030142564469399,0.8695652173913043,-0.4900286664290594,0.4938156231103293,0.5000000000000001,0.5649602012147364,0,0
0.5959116063314284,0.0003716460794505,-0.7071067811865477,0.0008409040076925,0.0,1.8672004015357915e-05,0.9130434782608695,-0.4900286664290594,0.3884338409103403,0.7071067811865474,0.4899493535743421,0,0
0.5649602012147364,0.0004367768021684,-0.5000000000000004,0.0003716460794505,0.0,1.8672004015357915e-05,0.9565217391304348,-0.4900286664290594,0.3259304051454016,0.8660254037844384,0.4207541914909857,0,0
0.4899493535743421,0.0004068901228871,-0.2588190451025215,0.0004367768021684,0.0,1.8672004015357915e-05,1.0,-0.4900286664290594,0.2156011214336759,0.965925826289068,0.3793723756891402,0,0
0.4207541914909857,0.0002504483507303,0.0,0.0004068901228871,0.0,1.8672004015357915e-05,0.0,-0.4749510720670502,0.2302787092518278,1.0,0.3553734585900527,0,0
0.3793723756891402,0.0002293221411369,0.2588190451025207,0.0002504483507303,0.0,1.8672004015357915e-05,0.043478260869565216,-0.4749510720670502,0.2180748721895442,0.9659258262890684,0.3567765221533332,0,0
0.3553734585900527,0.0004033522408978,0.4999999999999999,0.0002293221411369,0.0,1.8672004015357915e-05,0.08695652173913043,-0.4749510720670502,0.213182342916827,0.8660254037844387,0.3456628420179573,0,0
0.3567765221533332,0.0002347468935206,0.7071067811865476,0.0004033522408978,0.0,1.8672004015357915e-05,0.13043478260869565,-0.4749510720670502,0.2042218679566818,0.7071067811865476,0.3536000939753749,0,0
0.3456628420179573,0.0001412794207739,0.8660254037844386,0.0002347468935206,0.0,1.0529914214124497e-05,0.17391304347826086,-0.4749510720670502,0.2019130339178715,0.5000000000000001,0.4157472874073697,0,0
0.3536000939753749,0.0001725138646225,0.9659258262890684,0.0001412794207739,0.0,1.8672004015357915e-05,0.21739130434782608,-0.4749510720670502,0.239239184211973,0.2588190451025207,0.5572449380414435,0,0
0.4157472874073697,0.0022322350646964,1.0,0.0001725138646225,0.079272726512695,0.0175306501889359,0.2608695652173913,-0.4749510720670502,0.4059150129184762,6.123233995736766e-17,0.6399935908440123,0,0
0.5572449380414435,0.0392634480117002,0.9659258262890684,0.0022322350646964,0.3942779398939415,0.1635112633908447,0.30434782608695654,-0.4749510720670502,0.521686548293112,-0.2588190451025206,0.5960799518228629,0,0
0.6399935908440123,0.179235975178759,0.8660254037844387,0.0392634480117002,0.6369780106442626,0.3868031897771991,0.34782608695652173,-0.4749510720670502,0.5017865977681271,-0.4999999999999998,0.4753863064169072,0,0
0.5960799518228629,0.4104847457647677,0.7071067811865476,0.179235975178759,0.771507552671348,0.6167492641879926,0.3913043478260869,-0.4749510720670502,0.4161398493760652,-0.7071067811865475,0.3890642872066316,0,0
0.4753863064169072,0.6294439588373832,0.4999999999999999,0.4104847457647677,0.8233948426056561,0.8071047719026814,0.43478260869565216,-0.4749510720670502,0.3508328294211423,-0.8660254037844387,0.3804066877321737,1,0
0.3890642872066316,0.7442805757407633,0.258819045102521,0.6294439588373832,0.809373363009148,0.92597309814385,0.4782608695652174,-0.4749510720670502,0.3182892639217195,-0.9659258262890682,0.3590092120733711,1,0
0.3804066877321737,0.7502499597860747,1.2246467991473532e-16,0.7442805757407633,0.7797441344129451,0.9913646483065413,0.5217391304347826,-0.4749510720670502,0.2899235885877632,-1.0,0.448623837404302,1,0
0.3590092120733711,0.6514072650036016,-0.2588190451025208,0.7502499597860747,0.6772964501514429,0.9545457659234518,0.5652173913043478,-0.4749510720670502,0.2522676048595459,-0.9659258262890684,0.4845982691072962,1,0
0.448623837404302,0.4961386882086167,-0.4999999999999997,0.6514072650036016,0.5485031811608312,0.8464459797589994,0.6086956521739131,-0.4749510720670502,0.2356659886757187,-0.8660254037844388,0.5664156536883471,1,0
0.4845982691072962,0.3446995148788828,-0.7071067811865471,0.4961386882086167,0.3967701188408095,0.663459479226456,0.6521739130434783,-0.4749510720670502,0.2745863339013797,-0.7071067811865479,0.508150552299019,0,0
0.5664156536883471,0.2564125458821176,-0.8660254037844385,0.3446995148788828,0.3110345877694784,0.4939419524582591,0.6956521739130435,-0.4749510720670502,0.315210818536639,-0.5000000000000004,0.5487685230308106,0,0
